
"SYSDATE","INST_ID","MACHINE","PGA_USED_MEM_MB","PGA_ALLOC_MEM_MB"
"22/11/2021",1,"portalapi2",34,40
"22/11/2021",1,"portalapi12",34,40
"22/11/2021",1,"portalapi11",34,40
"22/11/2021",1,"coreevents13",35,40
"22/11/2021",2,"coreevents11",35,40
"22/11/2021",2,"coreevents13",42,49
"22/11/2021",2,"coreevents12",44,52
"22/11/2021",1,"coreevents11",45,52
"22/11/2021",1,"portalapi1",45,52
"22/11/2021",2,"corerec3",69,85
"22/11/2021",2,"corerec15",71,95
"22/11/2021",2,"corework3",73,101
"22/11/2021",1,"smshr2",75,110
"22/11/2021",2,"corerec11",78,103
"22/11/2021",1,"corerec1",78,100
"22/11/2021",1,"corerec2",81,111
"22/11/2021",2,"corework2",82,119
"22/11/2021",2,"corerec13",82,100
"22/11/2021",2,"corerec4",85,110
"22/11/2021",2,"corerec14",85,107
"22/11/2021",2,"smshr2",87,100
"22/11/2021",1,"corerec13",88,111
"22/11/2021",2,"coreevents3",91,107
"22/11/2021",2,"corework12",91,131
"22/11/2021",2,"coreevents2",91,111
"22/11/2021",1,"coreevents2",92,112
"22/11/2021",1,"corerec5",93,115
"22/11/2021",1,"corerec14",94,124
"22/11/2021",1,"corerec11",96,128
"22/11/2021",1,"corerec4",96,125
"22/11/2021",2,"corerec12",96,123
"22/11/2021",2,"corerec5",98,132
"22/11/2021",2,"coresupoem",98,141
"22/11/2021",1,"coreevents3",98,118
"22/11/2021",2,"corerec1",103,132
"22/11/2021",1,"corerec15",106,144
"22/11/2021",1,"coresupoem",109,138
"22/11/2021",1,"corerec12",109,147
"22/11/2021",1,"corerec3",112,143
"22/11/2021",2,"corerec2",112,153
"22/11/2021",1,"diamde02",121,161
"22/11/2021",1,"coreevents1",127,151
"22/11/2021",1,"smshr1",136,197
"22/11/2021",2,"coreevents1",141,166
"22/11/2021",1,"diamde13",143,189
"22/11/2021",1,"diamde01",144,198
"22/11/2021",2,"diamde03",146,191
"22/11/2021",1,"diamde03",146,194
"22/11/2021",2,"diamde12",146,189
"22/11/2021",2,"diamde11",146,192
"22/11/2021",1,"diamde11",147,193
"22/11/2021",1,"diamde12",147,197
"22/11/2021",2,"diamde13",150,196
"22/11/2021",2,"diamde01",150,196
"22/11/2021",2,"diamde02",171,226
"22/11/2021",2,"corework1",172,249
"22/11/2021",1,"corediam12",275,301
"22/11/2021",2,"diamsp02",331,437
"22/11/2021",2,"coreserv11",333,383
"22/11/2021",2,"coreserv13",343,390
"22/11/2021",1,"coreserv12",345,397
"22/11/2021",2,"coreserv12",346,397
"22/11/2021",1,"coreserv13",349,398
"22/11/2021",1,"corediam15",352,412
"22/11/2021",1,"coreserv11",353,407
"22/11/2021",2,"corediam14",359,404
"22/11/2021",1,"corediam3",360,402
"22/11/2021",2,"diamsp13",361,478
"22/11/2021",2,"diamsp12",361,479
"22/11/2021",2,"corediam13",362,431
"22/11/2021",2,"corediam2",362,432
"22/11/2021",1,"corediam16",363,398
"22/11/2021",1,"diamsp03",363,497
"22/11/2021",2,"corework11",364,491
"22/11/2021",2,"corediam1",366,411
"22/11/2021",1,"corediam1",366,409
"22/11/2021",1,"diamsp11",366,495
"22/11/2021",2,"diamsp01",368,489
"22/11/2021",2,"corediam16",370,412
"22/11/2021",1,"corediam2",370,440
"22/11/2021",1,"corediam13",370,431
"22/11/2021",1,"diamsp01",370,503
"22/11/2021",2,"diamsp11",372,492
"22/11/2021",1,"corediam14",374,413
"22/11/2021",2,"corediam3",374,416
"22/11/2021",2,"diamsp03",376,499
"22/11/2021",1,"diamsp13",377,513
"22/11/2021",1,"diamsp12",378,526
"22/11/2021",2,"corediam15",381,455
"22/11/2021",1,"diamsp02",406,553
"22/11/2021",1,"coreradius4",433,550
"22/11/2021",2,"coreradius11",457,527
"22/11/2021",2,"corediam12",458,523
"22/11/2021",1,"coreradius1",467,573
"22/11/2021",2,"coreradius13",491,560
"22/11/2021",1,"coreradius12",496,612
"22/11/2021",2,"coreradius2",512,610
"22/11/2021",1,"coreradius3",512,634
"22/11/2021",2,"coreradius3",513,600
"22/11/2021",1,"coreradius2",516,646
"22/11/2021",1,"coreradius13",528,642
"22/11/2021",2,"coreradius12",531,619
"22/11/2021",2,"coreradius1",555,661
"22/11/2021",1,"coreradius11",565,690
"22/11/2021",2,"coreradius4",593,690
"22/11/2021",1,"corework13",635,777
"22/11/2021",1,"corediam6",733,805
"22/11/2021",2,"corediam11",733,820
"22/11/2021",2,"corediam4",733,825
"22/11/2021",2,"corediam5",734,826
"22/11/2021",1,"corework1",874,1509
"22/11/2021",1,"corework2",945,1600
"22/11/2021",1,"corework3",966,1635
"22/11/2021",1,"radiusbr14",987,1105
"22/11/2021",1,"radiusbr03",987,1105
"22/11/2021",2,"radiusbr01",988,1086
"22/11/2021",1,"radiusbr02",988,1103
"22/11/2021",2,"radiusbr11",993,1104
"22/11/2021",1,"radiusbr12",994,1124
"22/11/2021",1,"radiusbr13",995,1123
"22/11/2021",1,"coreserv1",999,1151
"22/11/2021",1,"radiusbr04",1000,1131
"22/11/2021",2,"radiusbr05",1001,1115
"22/11/2021",2,"radiusbr15",1002,1104
"22/11/2021",2,"coreradius14",1005,1174
"22/11/2021",2,"coreradius15",1013,1173
"22/11/2021",1,"coreserv2",1021,1174
"22/11/2021",2,"coreradius5",1022,1198
"22/11/2021",1,"coreserv3",1040,1200
"22/11/2021",2,"corework13",1063,1542
"22/11/2021",2,"coreserv3",1108,1270
"22/11/2021",2,"coreserv2",1118,1284
"22/11/2021",2,"coreserv1",1128,1299
"22/11/2021",1,"corework11",1331,1929
"22/11/2021",1,"corework12",1607,2274
"22/11/2021",1,"coresup2dbadm01.om.dsn.inet",3745,4634
"22/11/2021",2,"coresup2dbadm02.om.dsn.inet",3795,4551
"23/11/2021",2,"dgobpro11",3,4
"23/11/2021",1,"coresup2dbadm02.om.dsn.inet",3,5
"23/11/2021",2,"PC-519514",3,5
"23/11/2021",2,"mac-rt01129.local",4,6
"23/11/2021",2,"oracle01",5,6
"23/11/2021",2,"PC-519403",5,6
"23/11/2021",2,"oracle11",5,6
"23/11/2021",2,"portalapi1",7,8
"23/11/2021",1,"radiusbr01",7,10
"23/11/2021",1,"radiusbr11",7,13
"23/11/2021",1,"portalweb12",7,8
"23/11/2021",2,"portalweb11",7,8
"23/11/2021",1,"coreradius14",8,18
"23/11/2021",2,"portalweb12",10,12
"23/11/2021",2,"radiusbr12",10,14
"23/11/2021",1,"portalweb11",10,12
"23/11/2021",2,"radiusbr13",11,15
"23/11/2021",1,"portalweb2",11,15
"23/11/2021",2,"portalweb1",11,15
"23/11/2021",1,"WORKGROUP\FJM-LENOVO",13,17
"23/11/2021",2,"coresup2dbadm01.om.dsn.inet",14,56
"23/11/2021",1,"portalweb1",15,24
"23/11/2021",2,"portalweb2",15,20
"23/11/2021",2,"portalapi2",16,18
"23/11/2021",2,"radiusbr02",16,27
"23/11/2021",2,"smshr1",17,20
"23/11/2021",2,"smshr11",17,20
"23/11/2021",2,"radiusbr14",17,24
"23/11/2021",2,"portalapi12",17,20
"23/11/2021",2,"smshr12",17,20
"23/11/2021",2,"portalapi11",17,20
"23/11/2021",2,"radiusbr03",17,24
"23/11/2021",1,"coreevents12",31,36
"23/11/2021",1,"portalapi2",34,40
"23/11/2021",1,"portalapi12",34,40
"23/11/2021",1,"portalapi11",34,40
"23/11/2021",2,"opsm2m",34,38
"23/11/2021",2,"coreevents11",35,41
"23/11/2021",1,"coreevents13",35,40
"23/11/2021",2,"coreevents12",44,52
"23/11/2021",2,"coreevents13",45,53
"23/11/2021",1,"portalapi1",45,52
"23/11/2021",1,"coreevents11",45,52
"23/11/2021",1,"opsm2m",64,73
"23/11/2021",2,"corerec3",70,85
"23/11/2021",2,"corerec15",72,96
"23/11/2021",2,"corework3",74,101
"23/11/2021",1,"smshr2",75,111
"23/11/2021",2,"corerec13",83,107
"23/11/2021",2,"corerec14",86,108
"23/11/2021",2,"smshr2",87,100
"23/11/2021",2,"corerec11",88,123
"23/11/2021",2,"corerec4",90,121
"23/11/2021",1,"corerec1",90,118
"23/11/2021",2,"coreevents3",91,107
"23/11/2021",2,"coreevents2",92,110
"23/11/2021",1,"corerec5",93,116
"23/11/2021",1,"corerec14",95,129
"23/11/2021",1,"coreevents2",95,117
"23/11/2021",1,"corerec2",98,136
"23/11/2021",1,"corerec11",98,141
"23/11/2021",2,"coresupoem",98,141
"23/11/2021",1,"corework13",99,144
"23/11/2021",1,"coreevents3",99,121
"23/11/2021",1,"corerec4",100,130
"23/11/2021",2,"corerec5",102,138
"23/11/2021",2,"corerec1",111,144
"23/11/2021",1,"corerec3",112,144
"23/11/2021",1,"corerec12",114,151
"23/11/2021",2,"corerec12",114,152
"23/11/2021",2,"corerec2",114,159
"23/11/2021",1,"corerec13",118,149
"23/11/2021",1,"diamde02",121,157
"23/11/2021",1,"corerec15",126,174
"23/11/2021",1,"coreevents1",127,151
"23/11/2021",1,"smshr1",137,202
"23/11/2021",2,"coreevents1",141,166
"23/11/2021",1,"diamde13",143,187
"23/11/2021",1,"diamde01",144,198
"23/11/2021",2,"diamde11",146,195
"23/11/2021",1,"diamde12",147,199
"23/11/2021",2,"diamde03",147,195
"23/11/2021",1,"diamde03",147,190
"23/11/2021",2,"diamde12",147,195
"23/11/2021",1,"diamde11",147,193
"23/11/2021",2,"diamde01",150,200
"23/11/2021",2,"diamde13",150,200
"23/11/2021",1,"coresupoem",155,186
"23/11/2021",2,"diamde02",171,227
"23/11/2021",1,"corework2",238,374
"23/11/2021",1,"corediam12",275,307
"23/11/2021",2,"corework11",294,371
"23/11/2021",2,"diamsp02",331,443
"23/11/2021",2,"coreserv11",333,383
"23/11/2021",2,"corework12",341,419
"23/11/2021",2,"coreserv13",343,390
"23/11/2021",1,"coreserv12",345,397
"23/11/2021",2,"coreserv12",346,397
"23/11/2021",1,"coreserv13",349,398
"23/11/2021",1,"corediam15",352,431
"23/11/2021",1,"coreserv11",353,407
"23/11/2021",2,"corediam14",359,406
"23/11/2021",1,"corediam3",360,404
"23/11/2021",2,"diamsp12",361,483
"23/11/2021",2,"diamsp13",361,479
"23/11/2021",1,"corediam16",363,402
"23/11/2021",2,"corediam2",363,483
"23/11/2021",2,"corediam13",363,480
"23/11/2021",1,"diamsp03",364,490
"23/11/2021",1,"diamsp11",366,489
"23/11/2021",1,"corediam1",367,408
"23/11/2021",2,"corediam1",367,413
"23/11/2021",2,"diamsp01",369,491
"23/11/2021",2,"corediam16",370,418
"23/11/2021",1,"corediam13",370,462
"23/11/2021",1,"corediam2",370,471
"23/11/2021",1,"diamsp01",370,496
"23/11/2021",2,"diamsp11",373,493
"23/11/2021",2,"corediam3",374,416
"23/11/2021",1,"corediam14",374,413
"23/11/2021",2,"diamsp03",376,501
"23/11/2021",1,"diamsp13",377,505
"23/11/2021",1,"diamsp12",379,517
"23/11/2021",2,"corediam15",382,501
"23/11/2021",1,"corework1",406,586
"23/11/2021",1,"diamsp02",407,546
"23/11/2021",1,"coreradius4",442,563
"23/11/2021",2,"corediam12",459,547
"23/11/2021",2,"coreradius11",464,576
"23/11/2021",1,"coreradius1",472,590
"23/11/2021",2,"coreradius13",500,627
"23/11/2021",1,"coreradius12",505,624
"23/11/2021",1,"coreradius3",522,651
"23/11/2021",2,"coreradius2",523,652
"23/11/2021",2,"corework1",524,713
"23/11/2021",2,"coreradius3",525,658
"23/11/2021",1,"coreradius2",526,660
"23/11/2021",1,"coreradius13",536,662
"23/11/2021",2,"coreradius12",541,685
"23/11/2021",2,"coreradius1",564,699
"23/11/2021",1,"coreradius11",572,707
"23/11/2021",2,"coreradius4",607,749
"23/11/2021",2,"corework2",687,926
"23/11/2021",2,"corediam4",733,846
"23/11/2021",1,"corediam6",733,811
"23/11/2021",2,"corediam5",734,845
"23/11/2021",2,"corediam11",734,948
"23/11/2021",1,"corework3",846,1175
"23/11/2021",1,"radiusbr03",1003,1171
"23/11/2021",1,"radiusbr14",1004,1166
"23/11/2021",1,"radiusbr02",1004,1169
"23/11/2021",1,"radiusbr12",1010,1166
"23/11/2021",1,"radiusbr13",1011,1181
"23/11/2021",2,"radiusbr01",1012,1147
"23/11/2021",2,"radiusbr11",1015,1164
"23/11/2021",2,"radiusbr05",1020,1178
"23/11/2021",2,"radiusbr15",1021,1166
"23/11/2021",1,"radiusbr04",1021,1188
"23/11/2021",2,"coreradius14",1024,1289
"23/11/2021",2,"coreradius15",1030,1285
"23/11/2021",2,"coreradius5",1044,1311
"23/11/2021",1,"coreserv1",1143,1304
"23/11/2021",1,"coreserv3",1160,1333
"23/11/2021",1,"coreserv2",1165,1345
"23/11/2021",2,"coreserv3",1190,1373
"23/11/2021",2,"coreserv2",1245,1428
"23/11/2021",2,"coreserv1",1276,1457
"23/11/2021",1,"corework12",1356,2062
"23/11/2021",1,"corework11",1377,2136
"23/11/2021",2,"corework13",1600,2201
"23/11/2021",1,"coresup2dbadm01.om.dsn.inet",3703,4725
"23/11/2021",2,"coresup2dbadm02.om.dsn.inet",3795,4594
"24/11/2021",1,"coresup2dbadm02.om.dsn.inet",3,5
"24/11/2021",2,"7PGRACAX650",3,5
"24/11/2021",2,"ES-00001204",3,6
"24/11/2021",2,"PC-519514",4,5
"24/11/2021",2,"oracle11",5,6
"24/11/2021",2,"oracle01",5,6
"24/11/2021",2,"PC-519403",5,9
"24/11/2021",1,"radiusbr11",7,13
"24/11/2021",1,"radiusbr01",7,10
"24/11/2021",1,"WORKGROUP\FJM-LENOVO",7,9
"24/11/2021",2,"portalweb11",7,8
"24/11/2021",2,"portalapi1",7,8
"24/11/2021",1,"portalweb12",7,8
"24/11/2021",1,"coreradius14",8,18
"24/11/2021",2,"DESKTOP-IPPE3CA",9,11
"24/11/2021",2,"portalweb12",10,12
"24/11/2021",2,"radiusbr12",10,14
"24/11/2021",1,"portalweb11",10,12
"24/11/2021",2,"radiusbr13",11,15
"24/11/2021",1,"portalweb2",11,16
"24/11/2021",2,"portalweb1",11,19
"24/11/2021",2,"coresup2dbadm01.om.dsn.inet",14,90
"24/11/2021",2,"portalapi2",16,18
"24/11/2021",1,"portalweb1",16,25
"24/11/2021",2,"radiusbr02",16,27
"24/11/2021",2,"portalweb2",16,21
"24/11/2021",2,"smshr1",17,20
"24/11/2021",2,"smshr11",17,20
"24/11/2021",2,"portalapi12",17,20
"24/11/2021",2,"radiusbr03",17,24
"24/11/2021",2,"smshr12",17,20
"24/11/2021",2,"portalapi11",17,20
"24/11/2021",2,"radiusbr14",17,24
"24/11/2021",1,"opsm2m",19,22
"24/11/2021",1,"coreevents12",31,37
"24/11/2021",1,"portalapi2",34,41
"24/11/2021",1,"portalapi11",34,40
"24/11/2021",1,"portalapi12",34,40
"24/11/2021",1,"coreevents13",35,40
"24/11/2021",2,"coreevents11",35,41
"24/11/2021",2,"corerec2",43,52
"24/11/2021",2,"coreevents12",44,52
"24/11/2021",2,"coreevents13",45,53
"24/11/2021",1,"portalapi1",45,52
"24/11/2021",1,"coreevents11",45,52
"24/11/2021",1,"corerec2",50,59
"24/11/2021",2,"corerec3",70,85
"24/11/2021",2,"corerec15",72,99
"24/11/2021",2,"opsm2m",74,83
"24/11/2021",1,"smshr2",76,110
"24/11/2021",2,"corework3",83,112
"24/11/2021",2,"corerec13",87,115
"24/11/2021",2,"corerec11",88,128
"24/11/2021",2,"smshr2",88,105
"24/11/2021",1,"corerec1",90,121
"24/11/2021",2,"corerec14",90,117
"24/11/2021",2,"coreevents3",91,108
"24/11/2021",2,"coreevents2",92,112
"24/11/2021",1,"corerec5",94,116
"24/11/2021",1,"coreevents2",95,117
"24/11/2021",2,"corerec4",98,132
"24/11/2021",2,"coresupoem",98,141
"24/11/2021",1,"coreevents3",99,120
"24/11/2021",1,"corerec11",99,145
"24/11/2021",1,"corerec14",100,141
"24/11/2021",1,"corerec4",100,131
"24/11/2021",2,"corerec5",103,143
"24/11/2021",2,"corerec1",112,150
"24/11/2021",1,"corerec12",114,159
"24/11/2021",2,"corerec12",114,152
"24/11/2021",1,"corerec3",117,150
"24/11/2021",1,"coresupoem",121,150
"24/11/2021",1,"diamde02",121,160
"24/11/2021",1,"coreevents1",127,152
"24/11/2021",1,"corerec13",127,167
"24/11/2021",1,"corerec15",127,178
"24/11/2021",1,"smshr1",137,203
"24/11/2021",2,"coreevents1",141,167
"24/11/2021",1,"diamde13",143,189
"24/11/2021",1,"diamde01",144,198
"24/11/2021",1,"diamde11",147,195
"24/11/2021",2,"diamde11",147,195
"24/11/2021",2,"diamde12",147,195
"24/11/2021",1,"diamde03",147,193
"24/11/2021",2,"diamde03",147,195
"24/11/2021",1,"diamde12",147,200
"24/11/2021",2,"diamde13",150,200
"24/11/2021",2,"diamde01",150,200
"24/11/2021",2,"diamde02",171,227
"24/11/2021",1,"corework2",241,379
"24/11/2021",1,"corediam12",275,345
"24/11/2021",2,"corework11",306,377
"24/11/2021",1,"corediam1",315,349
"24/11/2021",2,"coreserv11",333,383
"24/11/2021",1,"diamsp03",341,463
"24/11/2021",2,"coreserv13",343,390
"24/11/2021",1,"coreserv12",345,397
"24/11/2021",2,"diamsp11",345,416
"24/11/2021",2,"coreserv12",346,397
"24/11/2021",1,"coreserv13",349,398
"24/11/2021",2,"diamsp01",351,469
"24/11/2021",1,"corediam15",352,441
"24/11/2021",1,"diamsp11",352,425
"24/11/2021",2,"corework12",353,431
"24/11/2021",1,"coreserv11",353,407
"24/11/2021",1,"diamsp02",355,487
"24/11/2021",2,"corediam14",359,422
"24/11/2021",1,"corediam3",360,408
"24/11/2021",2,"diamsp13",361,483
"24/11/2021",2,"diamsp12",361,483
"24/11/2021",1,"corework13",361,445
"24/11/2021",1,"corediam16",363,418
"24/11/2021",2,"corediam2",363,479
"24/11/2021",2,"corediam13",363,482
"24/11/2021",2,"diamsp03",366,493
"24/11/2021",2,"diamsp02",366,488
"24/11/2021",2,"corediam16",371,444
"24/11/2021",1,"corediam13",371,486
"24/11/2021",1,"corediam2",371,482
"24/11/2021",1,"corediam14",374,416
"24/11/2021",2,"corediam3",374,430
"24/11/2021",1,"diamsp01",374,503
"24/11/2021",1,"diamsp13",378,515
"24/11/2021",1,"diamsp12",378,527
"24/11/2021",2,"corediam15",382,494
"24/11/2021",2,"corediam1",401,437
"24/11/2021",1,"coreradius4",443,561
"24/11/2021",2,"coreradius1",453,502
"24/11/2021",2,"corediam12",459,593
"24/11/2021",2,"coreradius11",469,573
"24/11/2021",1,"coreradius1",485,537
"24/11/2021",1,"coreradius12",507,623
"24/11/2021",2,"coreradius13",507,622
"24/11/2021",2,"corework1",510,703
"24/11/2021",1,"corework1",520,715
"24/11/2021",1,"coreradius3",524,647
"24/11/2021",1,"coreradius2",527,658
"24/11/2021",2,"coreradius2",528,657
"24/11/2021",2,"coreradius3",529,647
"24/11/2021",1,"coreradius13",540,660
"24/11/2021",2,"coreradius12",548,676
"24/11/2021",1,"coreradius11",574,707
"24/11/2021",2,"coreradius4",614,754
"24/11/2021",2,"corediam11",734,970
"24/11/2021",2,"corediam4",734,871
"24/11/2021",2,"corediam5",734,864
"24/11/2021",1,"corediam6",734,929
"24/11/2021",2,"corework2",796,1051
"24/11/2021",1,"corework3",952,1292
"24/11/2021",1,"radiusbr02",1004,1138
"24/11/2021",1,"radiusbr03",1004,1130
"24/11/2021",1,"radiusbr14",1005,1145
"24/11/2021",1,"radiusbr13",1012,1161
"24/11/2021",1,"radiusbr12",1012,1150
"24/11/2021",2,"radiusbr01",1015,1170
"24/11/2021",2,"radiusbr11",1017,1170
"24/11/2021",1,"radiusbr04",1022,1170
"24/11/2021",2,"radiusbr05",1023,1162
"24/11/2021",2,"radiusbr15",1023,1189
"24/11/2021",2,"coreradius14",1036,1286
"24/11/2021",2,"coreradius15",1045,1286
"24/11/2021",2,"coreradius5",1055,1328
"24/11/2021",1,"coreserv1",1232,1425
"24/11/2021",1,"coreserv3",1242,1433
"24/11/2021",1,"coreserv2",1286,1470
"24/11/2021",2,"coreserv1",1318,1513
"24/11/2021",2,"coreserv3",1337,1537
"24/11/2021",2,"coreserv2",1359,1553
"24/11/2021",1,"corework12",1399,2168
"24/11/2021",2,"corework13",1403,2006
"24/11/2021",1,"corework11",1403,2156
"24/11/2021",1,"coresup2dbadm01.om.dsn.inet",3611,4552
"24/11/2021",2,"coresup2dbadm02.om.dsn.inet",3799,4542
"25/11/2021",2,"DESKTOP-IPPE3CA",3,6
"25/11/2021",2,"PC-512706",3,7
"25/11/2021",1,"coresup2dbadm02.om.dsn.inet",3,5
"25/11/2021",2,"dgobpro11",3,4
"25/11/2021",2,"7PGRACAX650",3,5
"25/11/2021",1,"portalweb2",4,9
"25/11/2021",2,"pc-512695",4,5
"25/11/2021",2,"oracle01",5,6
"25/11/2021",2,"oracle11",5,6
"25/11/2021",2,"PC-519403",5,9
"25/11/2021",1,"portalweb12",7,8
"25/11/2021",2,"portalweb11",7,8
"25/11/2021",1,"WORKGROUP\FJM-LENOVO",7,9
"25/11/2021",1,"radiusbr12",7,10
"25/11/2021",2,"coreradius5",7,8
"25/11/2021",1,"portalapi12",10,12
"25/11/2021",1,"portalweb11",10,12
"25/11/2021",2,"coreradius2",10,15
"25/11/2021",2,"portalweb12",10,12
"25/11/2021",1,"coreserv3",12,26
"25/11/2021",2,"coresup2dbadm01.om.dsn.inet",14,97
"25/11/2021",2,"radiusbr15",17,24
"25/11/2021",2,"smshr11",17,20
"25/11/2021",2,"smshr12",17,20
"25/11/2021",2,"smshr1",17,20
"25/11/2021",1,"portalapi11",17,20
"25/11/2021",2,"radiusbr01",18,22
"25/11/2021",2,"portalweb1",19,26
"25/11/2021",2,"coreevents2",19,23
"25/11/2021",2,"portalapi2",22,26
"25/11/2021",1,"opsm2m11",23,34
"25/11/2021",2,"portalweb2",23,31
"25/11/2021",2,"portalapi1",24,28
"25/11/2021",2,"coreevents13",24,28
"25/11/2021",2,"opsm2m11",27,37
"25/11/2021",1,"portalapi2",28,32
"25/11/2021",1,"portalapi1",28,32
"25/11/2021",1,"opsm2m",28,34
"25/11/2021",1,"portalweb1",34,71
"25/11/2021",1,"coreevents12",34,39
"25/11/2021",1,"coreevents11",34,39
"25/11/2021",2,"portalapi11",35,40
"25/11/2021",1,"corerec3",39,47
"25/11/2021",2,"corerec2",39,48
"25/11/2021",2,"coreevents11",40,47
"25/11/2021",2,"portalapi12",41,48
"25/11/2021",2,"coreevents12",41,47
"25/11/2021",1,"corerec5",50,67
"25/11/2021",1,"coreevents13",52,59
"25/11/2021",2,"corerec1",59,72
"25/11/2021",2,"corerec5",62,79
"25/11/2021",1,"corerec4",63,77
"25/11/2021",2,"opsm2m",64,72
"25/11/2021",1,"corerec1",65,87
"25/11/2021",2,"corerec4",66,83
"25/11/2021",1,"coreevents3",67,78
"25/11/2021",2,"corerec3",68,82
"25/11/2021",2,"corerec15",74,93
"25/11/2021",2,"corerec12",74,93
"25/11/2021",1,"corerec2",74,106
"25/11/2021",1,"smshr2",76,112
"25/11/2021",2,"coreevents1",83,96
"25/11/2021",1,"corerec14",85,112
"25/11/2021",1,"corework12",86,138
"25/11/2021",1,"corerec11",86,115
"25/11/2021",2,"smshr2",88,103
"25/11/2021",2,"corerec11",89,110
"25/11/2021",2,"corerec14",92,118
"25/11/2021",1,"corerec13",93,123
"25/11/2021",2,"corework3",94,131
"25/11/2021",2,"corerec13",96,121
"25/11/2021",1,"corerec12",96,125
"25/11/2021",2,"coresupoem",98,141
"25/11/2021",1,"corerec15",111,148
"25/11/2021",1,"diamde11",139,189
"25/11/2021",1,"smshr1",139,231
"25/11/2021",2,"diamde02",139,184
"25/11/2021",2,"diamde01",141,187
"25/11/2021",2,"diamde13",143,189
"25/11/2021",2,"diamde03",145,194
"25/11/2021",1,"diamde03",146,194
"25/11/2021",1,"diamde01",148,197
"25/11/2021",1,"diamde13",150,200
"25/11/2021",2,"coreevents3",151,174
"25/11/2021",1,"diamde02",153,205
"25/11/2021",2,"diamde11",154,205
"25/11/2021",2,"radiusbr11",158,182
"25/11/2021",2,"corework2",170,256
"25/11/2021",1,"coreevents1",173,198
"25/11/2021",1,"coreevents2",185,218
"25/11/2021",1,"corediam14",198,234
"25/11/2021",2,"coreserv1",202,252
"25/11/2021",1,"corework13",209,341
"25/11/2021",2,"coreserv12",242,281
"25/11/2021",1,"corediam2",253,331
"25/11/2021",2,"coreserv11",259,297
"25/11/2021",2,"diamde12",293,389
"25/11/2021",2,"coreradius13",308,386
"25/11/2021",2,"diamsp02",310,408
"25/11/2021",1,"coresupoem",329,390
"25/11/2021",2,"radiusbr13",334,377
"25/11/2021",2,"radiusbr05",358,407
"25/11/2021",2,"corediam6",359,455
"25/11/2021",1,"corediam11",360,475
"25/11/2021",2,"diamsp12",360,475
"25/11/2021",2,"corediam3",362,401
"25/11/2021",1,"diamsp01",363,506
"25/11/2021",1,"corediam4",363,432
"25/11/2021",1,"corediam12",363,463
"25/11/2021",1,"corediam16",364,401
"25/11/2021",2,"corediam16",365,398
"25/11/2021",1,"corediam13",367,486
"25/11/2021",2,"corediam13",367,484
"25/11/2021",2,"diamsp13",368,484
"25/11/2021",1,"diamsp13",369,499
"25/11/2021",2,"corediam12",370,474
"25/11/2021",2,"corediam4",370,447
"25/11/2021",1,"corediam3",370,432
"25/11/2021",1,"corediam6",374,475
"25/11/2021",2,"corediam11",374,490
"25/11/2021",1,"diamsp12",375,506
"25/11/2021",2,"diamsp01",375,490
"25/11/2021",1,"diamsp02",420,561
"25/11/2021",1,"coreserv12",421,493
"25/11/2021",1,"coreradius1",422,537
"25/11/2021",1,"coreserv11",431,498
"25/11/2021",2,"radiusbr03",432,496
"25/11/2021",1,"coreradius4",453,608
"25/11/2021",2,"coreradius11",456,567
"25/11/2021",2,"corework1",460,663
"25/11/2021",2,"coreradius3",461,575
"25/11/2021",1,"coreradius14",468,595
"25/11/2021",2,"corediam2",480,631
"25/11/2021",2,"radiusbr04",483,546
"25/11/2021",2,"radiusbr14",486,556
"25/11/2021",1,"radiusbr14",489,592
"25/11/2021",1,"radiusbr04",492,607
"25/11/2021",2,"coreradius14",527,656
"25/11/2021",2,"corediam14",535,595
"25/11/2021",1,"radiusbr03",541,663
"25/11/2021",1,"coreradius3",544,693
"25/11/2021",2,"coreradius4",546,675
"25/11/2021",1,"coreradius11",548,709
"25/11/2021",1,"corework1",560,972
"25/11/2021",2,"coreradius1",586,724
"25/11/2021",1,"radiusbr05",628,764
"25/11/2021",1,"radiusbr13",643,776
"25/11/2021",2,"coreserv13",684,796
"25/11/2021",1,"corework2",691,1307
"25/11/2021",1,"coreradius13",694,888
"25/11/2021",2,"diamsp03",731,970
"25/11/2021",1,"corediam5",733,862
"25/11/2021",1,"corediam1",734,867
"25/11/2021",1,"corediam15",734,939
"25/11/2021",2,"diamsp11",737,968
"25/11/2021",2,"corework11",757,983
"25/11/2021",2,"coreserv2",791,923
"25/11/2021",1,"radiusbr11",808,989
"25/11/2021",1,"coreserv2",923,1117
"25/11/2021",1,"radiusbr01",944,1150
"25/11/2021",2,"radiusbr12",951,1088
"25/11/2021",2,"radiusbr02",955,1095
"25/11/2021",1,"corework11",963,1379
"25/11/2021",1,"corework3",968,1726
"25/11/2021",1,"radiusbr15",970,1179
"25/11/2021",1,"coreradius2",996,1293
"25/11/2021",1,"coreradius5",1004,1285
"25/11/2021",1,"coreradius12",1005,1286
"25/11/2021",1,"coreradius15",1008,1283
"25/11/2021",2,"corework13",1413,1789
"25/11/2021",2,"corework12",1426,1847
"25/11/2021",1,"coreserv1",1498,1792
"25/11/2021",2,"coreserv3",1525,1820
"25/11/2021",1,"coresup2dbadm01.om.dsn.inet",3540,4517
