
"INSTANCE","DATETIME","DATA"
1,"11/01/2021 21:01",3840
1,"11/01/2021 22:00",3818
1,"11/01/2021 23:01",3391
1,"12/01/2021 00:00",3589
1,"12/01/2021 01:00",3443
1,"12/01/2021 02:00",3190
1,"12/01/2021 03:00",3238
1,"12/01/2021 04:00",3343
1,"12/01/2021 05:01",3172
1,"12/01/2021 06:00",3159
1,"12/01/2021 07:01",3270
1,"12/01/2021 08:01",3216
1,"12/01/2021 09:00",3220
1,"12/01/2021 10:01",2891
1,"12/01/2021 10:53",3755
1,"12/01/2021 12:00",3649
1,"12/01/2021 13:00",3820
1,"12/01/2021 14:00",3937
1,"12/01/2021 15:00",3823
1,"12/01/2021 16:01",3825
1,"12/01/2021 17:00",3918
1,"12/01/2021 18:00",3901
1,"12/01/2021 19:00",3954
1,"12/01/2021 20:00",3985
1,"12/01/2021 21:00",4023
1,"12/01/2021 22:01",3884
1,"12/01/2021 23:00",3848
1,"13/01/2021 00:01",3663
1,"13/01/2021 01:00",3653
1,"13/01/2021 02:00",3504
1,"13/01/2021 03:00",3407
1,"13/01/2021 04:01",3228
1,"13/01/2021 05:00",3372
1,"13/01/2021 06:01",3137
1,"13/01/2021 07:00",3212
1,"13/01/2021 08:00",3353
1,"13/01/2021 09:01",3414
1,"13/01/2021 10:00",3750
1,"13/01/2021 11:00",3789
1,"13/01/2021 12:00",3934
1,"13/01/2021 13:00",4219
1,"13/01/2021 14:00",4213
1,"13/01/2021 15:01",4017
1,"13/01/2021 16:00",4157
1,"13/01/2021 17:00",4146
1,"13/01/2021 18:00",4224
1,"13/01/2021 19:00",4207
1,"13/01/2021 20:00",3529
1,"13/01/2021 21:00",3821
1,"13/01/2021 22:00",3751
1,"13/01/2021 23:00",3722
1,"14/01/2021 00:00",3595
1,"14/01/2021 01:00",3429
1,"14/01/2021 02:00",3440
1,"14/01/2021 03:00",3286
1,"14/01/2021 04:01",3095
1,"14/01/2021 05:00",3145
1,"14/01/2021 06:00",3039
1,"14/01/2021 07:00",3068
1,"14/01/2021 08:00",3112
1,"14/01/2021 09:00",3178
1,"14/01/2021 10:01",3198
1,"14/01/2021 11:01",3227
1,"14/01/2021 12:00",3429
1,"14/01/2021 13:01",3528
1,"14/01/2021 14:00",3696
1,"14/01/2021 15:00",3776
1,"14/01/2021 16:00",3849
1,"14/01/2021 17:01",3685
1,"14/01/2021 18:00",3746
1,"14/01/2021 19:01",3731
1,"14/01/2021 20:00",3759
1,"14/01/2021 21:00",3701
1,"14/01/2021 22:00",3736
1,"14/01/2021 23:01",3635
1,"15/01/2021 00:00",3489
1,"15/01/2021 01:00",3403
1,"15/01/2021 02:00",3373
1,"15/01/2021 03:00",3224
1,"15/01/2021 04:01",3063
1,"15/01/2021 05:00",3091
1,"15/01/2021 06:00",3048
1,"15/01/2021 07:01",2978
1,"15/01/2021 08:00",3066
1,"15/01/2021 09:00",3075
1,"15/01/2021 10:00",3122
1,"15/01/2021 11:00",3205
1,"15/01/2021 12:00",3397
1,"15/01/2021 13:01",3484
1,"15/01/2021 14:00",3687
1,"15/01/2021 15:00",3782
1,"15/01/2021 16:01",3750
1,"15/01/2021 17:00",3894
1,"15/01/2021 18:00",3748
1,"15/01/2021 19:00",3821
1,"15/01/2021 20:01",3730
1,"15/01/2021 21:00",3785
1,"15/01/2021 22:01",3723
1,"15/01/2021 23:00",3639
1,"16/01/2021 00:00",3484
1,"16/01/2021 01:00",3456
1,"16/01/2021 02:00",3413
1,"16/01/2021 03:00",3236
1,"16/01/2021 04:00",3101
1,"16/01/2021 05:00",3139
1,"16/01/2021 06:00",3001
1,"16/01/2021 07:01",2915
1,"16/01/2021 08:00",2961
1,"16/01/2021 09:00",2983
1,"16/01/2021 10:01",2907
1,"16/01/2021 11:00",3046
1,"16/01/2021 12:00",3118
