INSTANCE,SQLID,DATETIME,BUFFERGETS,SQLRANK
2,"cyz0vzwjtgbr8","21/09/2021 19:00",263351929,10
2,"83duzmcmjhs6b","21/09/2021 20:00",2876242579,1
1,"cyz0vzwjtgbr8","21/09/2021 20:00",792959521,2
2,"92z70vraqxtvc","21/09/2021 20:00",665104738,3
2,"bpxhquwnjmnz6","21/09/2021 20:00",585230204,4
1,"b8qkss3pzw8cq","21/09/2021 20:00",414836518,5
2,"bq83hhrs0n6ju","21/09/2021 20:00",373616240,6
1,"bq83hhrs0n6ju","21/09/2021 20:00",368648567,7
2,"60crdf74q2ygw","21/09/2021 20:00",361471910,8
1,"60crdf74q2ygw","21/09/2021 20:00",356000892,9
2,"cyz0vzwjtgbr8","21/09/2021 20:00",265094937,10
2,"cyz0vzwjtgbr8","21/09/2021 21:00",531029950,1
1,"cyz0vzwjtgbr8","21/09/2021 21:00",527401749,2
2,"b8qkss3pzw8cq","21/09/2021 21:00",414644426,3
1,"bpxhquwnjmnz6","21/09/2021 21:00",393445440,4
2,"bpxhquwnjmnz6","21/09/2021 21:00",356282569,5
1,"44ptburrzh90b","21/09/2021 21:00",294396884,6
2,"44ptburrzh90b","21/09/2021 21:00",287602838,7
2,"fubwa2hzv4527","21/09/2021 21:00",286349499,8
1,"fubwa2hzv4527","21/09/2021 21:00",285627612,9
2,"bq83hhrs0n6ju","21/09/2021 21:00",248115107,10
1,"83duzmcmjhs6b","21/09/2021 22:00",2123174872,1
1,"cyz0vzwjtgbr8","21/09/2021 22:00",808198698,2
2,"bpxhquwnjmnz6","21/09/2021 22:00",490884005,3
1,"b8qkss3pzw8cq","21/09/2021 22:00",415018662,4
1,"bpxhquwnjmnz6","21/09/2021 22:00",337594841,5
1,"fubwa2hzv4527","21/09/2021 22:00",293760245,6
2,"fubwa2hzv4527","21/09/2021 22:00",274590905,7
2,"cyz0vzwjtgbr8","21/09/2021 22:00",268912216,8
1,"bq83hhrs0n6ju","21/09/2021 22:00",258435336,9
1,"60crdf74q2ygw","21/09/2021 22:00",255695370,10
2,"bq83hhrs0n6ju","21/09/2021 23:00",814833657,1
1,"bq83hhrs0n6ju","21/09/2021 23:00",789828370,2
1,"60crdf74q2ygw","21/09/2021 23:00",748252363,3
1,"83duzmcmjhs6b","21/09/2021 23:00",699082044,4
2,"83duzmcmjhs6b","21/09/2021 23:00",667745468,5
2,"6mcpb06rctk0x","21/09/2021 23:00",585978356,6
2,"cyz0vzwjtgbr8","21/09/2021 23:00",535197585,7
1,"cyz0vzwjtgbr8","21/09/2021 23:00",530269936,8
1,"bpxhquwnjmnz6","21/09/2021 23:00",445861832,9
2,"cb5vgtz0hwc57","21/09/2021 23:00",443415921,10
1,"83duzmcmjhs6b","22/09/2021 00:00",1193676318,1
2,"83duzmcmjhs6b","22/09/2021 00:00",1151843335,2
1,"cyz0vzwjtgbr8","22/09/2021 00:00",808757142,3
1,"b8qkss3pzw8cq","22/09/2021 00:00",414386353,4
2,"bpxhquwnjmnz6","22/09/2021 00:00",386192357,5
1,"bpxhquwnjmnz6","22/09/2021 00:00",353538672,6
2,"cyz0vzwjtgbr8","22/09/2021 00:00",267837694,7
2,"60crdf74q2ygw","22/09/2021 00:00",183116087,8
1,"fubwa2hzv4527","22/09/2021 00:00",181762227,9
1,"bq83hhrs0n6ju","22/09/2021 00:00",180344692,10
2,"83duzmcmjhs6b","22/09/2021 01:00",2279193709,1
1,"83duzmcmjhs6b","22/09/2021 01:00",2189290784,2
1,"cyz0vzwjtgbr8","22/09/2021 01:00",804290312,3
2,"92z70vraqxtvc","22/09/2021 01:00",755198898,4
2,"bpxhquwnjmnz6","22/09/2021 01:00",525530778,5
1,"bpxhquwnjmnz6","22/09/2021 01:00",308026416,6
2,"cyz0vzwjtgbr8","22/09/2021 01:00",268254089,7
2,"fubwa2hzv4527","22/09/2021 01:00",177668417,8
1,"fubwa2hzv4527","22/09/2021 01:00",175217350,9
1,"2mmbnawnjdmsh","22/09/2021 01:00",171329505,10
2,"83duzmcmjhs6b","22/09/2021 02:00",3561371382,1
2,"92z70vraqxtvc","22/09/2021 02:00",652496823,2
1,"cyz0vzwjtgbr8","22/09/2021 02:00",566505010,3
2,"cyz0vzwjtgbr8","22/09/2021 02:00",537073314,4
2,"bpxhquwnjmnz6","22/09/2021 02:00",531576091,5
1,"b8qkss3pzw8cq","22/09/2021 02:00",414910826,6
1,"bpxhquwnjmnz6","22/09/2021 02:00",248429696,7
1,"fubwa2hzv4527","22/09/2021 02:00",195212491,8
2,"fubwa2hzv4527","22/09/2021 02:00",184897877,9
1,"2mmbnawnjdmsh","22/09/2021 02:00",173136814,10
1,"cyz0vzwjtgbr8","22/09/2021 03:00",784407757,1
2,"92z70vraqxtvc","22/09/2021 03:00",607432803,2
1,"92z70vraqxtvc","22/09/2021 03:00",537004688,3
2,"bpxhquwnjmnz6","22/09/2021 03:00",450794035,4
2,"b8qkss3pzw8cq","22/09/2021 03:00",414832733,5
2,"cyz0vzwjtgbr8","22/09/2021 03:00",272363232,6
1,"88s4u3ggr8x7r","22/09/2021 03:00",242741934,7
1,"fubwa2hzv4527","22/09/2021 03:00",169908006,8
2,"fubwa2hzv4527","22/09/2021 03:00",164975052,9
1,"bq83hhrs0n6ju","22/09/2021 03:00",154841581,10
1,"cyz0vzwjtgbr8","22/09/2021 04:00",1077378205,1
1,"92z70vraqxtvc","22/09/2021 04:00",594767105,2
2,"92z70vraqxtvc","22/09/2021 04:00",549773362,3
2,"b8qkss3pzw8cq","22/09/2021 04:00",414919328,4
1,"bpxhquwnjmnz6","22/09/2021 04:00",223503339,5
1,"fubwa2hzv4527","22/09/2021 04:00",176082216,6
2,"fubwa2hzv4527","22/09/2021 04:00",151119922,7
1,"bq83hhrs0n6ju","22/09/2021 04:00",138586105,8
1,"60crdf74q2ygw","22/09/2021 04:00",135550724,9
2,"bq83hhrs0n6ju","22/09/2021 04:00",130635124,10
1,"83duzmcmjhs6b","22/09/2021 05:00",3176877915,1
1,"cyz0vzwjtgbr8","22/09/2021 05:00",1091265782,2
1,"92z70vraqxtvc","22/09/2021 05:00",728902085,3
2,"b8qkss3pzw8cq","22/09/2021 05:00",414792026,4
2,"bpxhquwnjmnz6","22/09/2021 05:00",401856048,5
1,"bpxhquwnjmnz6","22/09/2021 05:00",387332486,6
2,"fubwa2hzv4527","22/09/2021 05:00",142951202,7
1,"fubwa2hzv4527","22/09/2021 05:00",139683746,8
2,"9t27t0v2rw9g8","22/09/2021 05:00",114328074,9
2,"4xn5k2whq6ru3","22/09/2021 05:00",97207342,10
2,"83duzmcmjhs6b","22/09/2021 06:00",1098627051,1
1,"cyz0vzwjtgbr8","22/09/2021 06:00",1098081516,2
1,"92z70vraqxtvc","22/09/2021 06:00",818706610,3
1,"bpxhquwnjmnz6","22/09/2021 06:00",454187536,4
2,"b8qkss3pzw8cq","22/09/2021 06:00",414778780,5
2,"bpxhquwnjmnz6","22/09/2021 06:00",345250759,6
1,"fubwa2hzv4527","22/09/2021 06:00",152284808,7
2,"fubwa2hzv4527","22/09/2021 06:00",131515123,8
1,"417680gz0cqny","22/09/2021 06:00",116595808,9
2,"2mmbnawnjdmsh","22/09/2021 06:00",114264130,10
1,"83duzmcmjhs6b","22/09/2021 07:00",1412249401,1
1,"cyz0vzwjtgbr8","22/09/2021 07:00",973480014,2
1,"92z70vraqxtvc","22/09/2021 07:00",594980526,3
2,"bpxhquwnjmnz6","22/09/2021 07:00",531156478,4
1,"b8qkss3pzw8cq","22/09/2021 07:00",414787425,5
1,"bpxhquwnjmnz6","22/09/2021 07:00",316133425,6
1,"fubwa2hzv4527","22/09/2021 07:00",131515105,7
2,"fubwa2hzv4527","22/09/2021 07:00",128599900,8
2,"2mmbnawnjdmsh","22/09/2021 07:00",105460807,9
2,"4xn5k2whq6ru3","22/09/2021 07:00",98059401,10
2,"83duzmcmjhs6b","22/09/2021 08:00",2697246356,1
1,"cyz0vzwjtgbr8","22/09/2021 08:00",1221809680,2
2,"92z70vraqxtvc","22/09/2021 08:00",690741696,3
2,"bpxhquwnjmnz6","22/09/2021 08:00",453632781,4
1,"92z70vraqxtvc","22/09/2021 08:00",441269026,5
2,"b8qkss3pzw8cq","22/09/2021 08:00",414729331,6
1,"bpxhquwnjmnz6","22/09/2021 08:00",289802246,7
2,"fubwa2hzv4527","22/09/2021 08:00",136455818,8
1,"fubwa2hzv4527","22/09/2021 08:00",127771348,9
2,"2mmbnawnjdmsh","22/09/2021 08:00",116102809,10
1,"83duzmcmjhs6b","22/09/2021 09:00",3008198159,1
1,"cyz0vzwjtgbr8","22/09/2021 09:00",819934602,2
2,"92z70vraqxtvc","22/09/2021 09:00",556571971,3
2,"bpxhquwnjmnz6","22/09/2021 09:00",469974734,4
2,"b8qkss3pzw8cq","22/09/2021 09:00",415206189,5
1,"bpxhquwnjmnz6","22/09/2021 09:00",374142509,6
2,"cyz0vzwjtgbr8","22/09/2021 09:00",272702466,7
2,"fubwa2hzv4527","22/09/2021 09:00",164612900,8
1,"fubwa2hzv4527","22/09/2021 09:00",163554965,9
2,"44ptburrzh90b","22/09/2021 09:00",126147807,10
1,"cyz0vzwjtgbr8","22/09/2021 10:00",822571192,1
2,"92z70vraqxtvc","22/09/2021 10:00",594961953,2
1,"92z70vraqxtvc","22/09/2021 10:00",544007883,3
2,"bpxhquwnjmnz6","22/09/2021 10:00",484387417,4
2,"b8qkss3pzw8cq","22/09/2021 10:00",414595121,5
1,"bpxhquwnjmnz6","22/09/2021 10:00",279599248,6
2,"cyz0vzwjtgbr8","22/09/2021 10:00",273140504,7
2,"fubwa2hzv4527","22/09/2021 10:00",205630091,8
1,"fubwa2hzv4527","22/09/2021 10:00",178573356,9
2,"44ptburrzh90b","22/09/2021 10:00",134380837,10
1,"cyz0vzwjtgbr8","22/09/2021 11:00",826839458,1
2,"92z70vraqxtvc","22/09/2021 11:00",619897536,2
1,"92z70vraqxtvc","22/09/2021 11:00",606998366,3
2,"bpxhquwnjmnz6","22/09/2021 11:00",506892046,4
1,"b8qkss3pzw8cq","22/09/2021 11:00",414740489,5
1,"bpxhquwnjmnz6","22/09/2021 11:00",306807541,6
2,"cyz0vzwjtgbr8","22/09/2021 11:00",262057537,7
2,"fubwa2hzv4527","22/09/2021 11:00",221778760,8
1,"fubwa2hzv4527","22/09/2021 11:00",213610028,9
1,"44ptburrzh90b","22/09/2021 11:00",163741256,10
1,"83duzmcmjhs6b","22/09/2021 12:00",1321496508,1
2,"83duzmcmjhs6b","22/09/2021 12:00",1271925935,2
1,"92z70vraqxtvc","22/09/2021 12:00",601618430,3
2,"cyz0vzwjtgbr8","22/09/2021 12:00",558056052,4
2,"92z70vraqxtvc","22/09/2021 12:00",550181915,5
1,"cyz0vzwjtgbr8","22/09/2021 12:00",545769556,6
1,"bpxhquwnjmnz6","22/09/2021 12:00",452169232,7
2,"b8qkss3pzw8cq","22/09/2021 12:00",414596410,8
2,"bpxhquwnjmnz6","22/09/2021 12:00",378461927,9
1,"44ptburrzh90b","22/09/2021 12:00",220556577,10
2,"cyz0vzwjtgbr8","22/09/2021 13:00",813240727,1
1,"92z70vraqxtvc","22/09/2021 13:00",710227505,2
2,"83duzmcmjhs6b","22/09/2021 13:00",581379279,3
1,"83duzmcmjhs6b","22/09/2021 13:00",565553935,4
1,"b8qkss3pzw8cq","22/09/2021 13:00",414621233,5
1,"bpxhquwnjmnz6","22/09/2021 13:00",405249622,6
2,"fubwa2hzv4527","22/09/2021 13:00",221468389,7
1,"fubwa2hzv4527","22/09/2021 13:00",220504318,8
1,"44ptburrzh90b","22/09/2021 13:00",212430363,9
2,"44ptburrzh90b","22/09/2021 13:00",174979624,10
1,"cyz0vzwjtgbr8","22/09/2021 14:00",547625752,1
2,"cyz0vzwjtgbr8","22/09/2021 14:00",538659901,2
2,"bpxhquwnjmnz6","22/09/2021 14:00",511390209,3
1,"bpxhquwnjmnz6","22/09/2021 14:00",326610186,4
1,"fubwa2hzv4527","22/09/2021 14:00",252095528,5
2,"fubwa2hzv4527","22/09/2021 14:00",232036364,6
1,"44ptburrzh90b","22/09/2021 14:00",185919468,7
2,"44ptburrzh90b","22/09/2021 14:00",162508174,8
1,"bq83hhrs0n6ju","22/09/2021 14:00",118145395,9
1,"60crdf74q2ygw","22/09/2021 14:00",117909727,10
2,"83duzmcmjhs6b","22/09/2021 15:00",2674788713,1
1,"cyz0vzwjtgbr8","22/09/2021 15:00",820642005,2
1,"92z70vraqxtvc","22/09/2021 15:00",626367727,3
2,"bpxhquwnjmnz6","22/09/2021 15:00",437360668,4
2,"b8qkss3pzw8cq","22/09/2021 15:00",414473921,5
1,"bpxhquwnjmnz6","22/09/2021 15:00",331363230,6
1,"fubwa2hzv4527","22/09/2021 15:00",321320155,7
2,"fubwa2hzv4527","22/09/2021 15:00",313297907,8
2,"44ptburrzh90b","22/09/2021 15:00",273982500,9
1,"44ptburrzh90b","22/09/2021 15:00",264718488,10
1,"83duzmcmjhs6b","22/09/2021 16:00",2696888317,1
2,"92z70vraqxtvc","22/09/2021 16:00",740812990,2
2,"cyz0vzwjtgbr8","22/09/2021 16:00",628361782,3
1,"b8qkss3pzw8cq","22/09/2021 16:00",415360954,4
1,"cyz0vzwjtgbr8","22/09/2021 16:00",392377041,5
2,"bpxhquwnjmnz6","22/09/2021 16:00",363954662,6
2,"bq83hhrs0n6ju","22/09/2021 16:00",326398463,7
2,"60crdf74q2ygw","22/09/2021 16:00",319445140,8
1,"fubwa2hzv4527","22/09/2021 16:00",313530611,9
1,"60crdf74q2ygw","22/09/2021 16:00",313510469,10
2,"92z70vraqxtvc","22/09/2021 17:00",1170144074,1
1,"92z70vraqxtvc","22/09/2021 17:00",1029360815,2
1,"cyz0vzwjtgbr8","22/09/2021 17:00",938035782,3
2,"bpxhquwnjmnz6","22/09/2021 17:00",465087613,4
1,"bq83hhrs0n6ju","22/09/2021 17:00",451572159,5
1,"60crdf74q2ygw","22/09/2021 17:00",435460866,6
2,"bq83hhrs0n6ju","22/09/2021 17:00",435456117,7
2,"60crdf74q2ygw","22/09/2021 17:00",417810568,8
2,"b8qkss3pzw8cq","22/09/2021 17:00",415428833,9
2,"fubwa2hzv4527","22/09/2021 17:00",329414019,10
2,"83duzmcmjhs6b","22/09/2021 18:00",2765012272,1
1,"cyz0vzwjtgbr8","22/09/2021 18:00",844745733,2
1,"92z70vraqxtvc","22/09/2021 18:00",684498730,3
2,"92z70vraqxtvc","22/09/2021 18:00",646507087,4
2,"bpxhquwnjmnz6","22/09/2021 18:00",566792974,5
1,"bq83hhrs0n6ju","22/09/2021 18:00",452818224,6
2,"bq83hhrs0n6ju","22/09/2021 18:00",440039703,7
1,"60crdf74q2ygw","22/09/2021 18:00",428142756,8
2,"60crdf74q2ygw","22/09/2021 18:00",422377661,9
1,"fubwa2hzv4527","22/09/2021 18:00",326001619,10
1,"cyz0vzwjtgbr8","22/09/2021 19:00",844028746,1
1,"83duzmcmjhs6b","22/09/2021 19:00",784018281,2
2,"83duzmcmjhs6b","22/09/2021 19:00",749318878,3
1,"92z70vraqxtvc","22/09/2021 19:00",594454125,4
2,"92z70vraqxtvc","22/09/2021 19:00",537011451,5
2,"b8qkss3pzw8cq","22/09/2021 19:00",414766307,6
2,"bpxhquwnjmnz6","22/09/2021 19:00",408600652,7
1,"bpxhquwnjmnz6","22/09/2021 19:00",335573042,8
1,"fubwa2hzv4527","22/09/2021 19:00",250059741,9
2,"bq83hhrs0n6ju","22/09/2021 19:00",244195726,10
1,"cyz0vzwjtgbr8","22/09/2021 20:00",762661958,1
1,"83duzmcmjhs6b","22/09/2021 20:00",707136681,2
1,"92z70vraqxtvc","22/09/2021 20:00",556317921,3
2,"bpxhquwnjmnz6","22/09/2021 20:00",453735624,4
2,"b8qkss3pzw8cq","22/09/2021 20:00",415378100,5
1,"bpxhquwnjmnz6","22/09/2021 20:00",388293506,6
1,"bq83hhrs0n6ju","22/09/2021 20:00",347823547,7
2,"cyz0vzwjtgbr8","22/09/2021 20:00",341846708,8
2,"bq83hhrs0n6ju","22/09/2021 20:00",338468158,9
1,"60crdf74q2ygw","22/09/2021 20:00",332255754,10
2,"83duzmcmjhs6b","22/09/2021 21:00",2564361779,1
1,"cyz0vzwjtgbr8","22/09/2021 21:00",846712804,2
2,"92z70vraqxtvc","22/09/2021 21:00",620089146,3
1,"92z70vraqxtvc","22/09/2021 21:00",510879226,4
2,"b8qkss3pzw8cq","22/09/2021 21:00",414904972,5
2,"bpxhquwnjmnz6","22/09/2021 21:00",410354370,6
1,"bpxhquwnjmnz6","22/09/2021 21:00",339331320,7
1,"fubwa2hzv4527","22/09/2021 21:00",254902676,8
2,"fubwa2hzv4527","22/09/2021 21:00",247958673,9
2,"bq83hhrs0n6ju","22/09/2021 21:00",203706314,10
1,"83duzmcmjhs6b","22/09/2021 22:00",2627551491,1
1,"92z70vraqxtvc","22/09/2021 22:00",657987799,2
1,"cyz0vzwjtgbr8","22/09/2021 22:00",559233711,3
2,"92z70vraqxtvc","22/09/2021 22:00",498540375,4
2,"bpxhquwnjmnz6","22/09/2021 22:00",437053851,5
2,"b8qkss3pzw8cq","22/09/2021 22:00",414941189,6
1,"bpxhquwnjmnz6","22/09/2021 22:00",409862385,7
1,"fubwa2hzv4527","22/09/2021 22:00",240247589,8
1,"bq83hhrs0n6ju","22/09/2021 22:00",209995370,9
2,"bq83hhrs0n6ju","22/09/2021 22:00",194761458,10
2,"83duzmcmjhs6b","22/09/2021 23:00",2589828143,1
1,"83duzmcmjhs6b","22/09/2021 23:00",1203881935,2
1,"bpxhquwnjmnz6","22/09/2021 23:00",516584296,3
2,"6mcpb06rctk0x","22/09/2021 23:00",478909100,4
1,"b8qkss3pzw8cq","22/09/2021 23:00",414508073,5
2,"cb5vgtz0hwc57","22/09/2021 23:00",366351811,6
1,"bq83hhrs0n6ju","22/09/2021 23:00",305853327,7
1,"60crdf74q2ygw","22/09/2021 23:00",302939636,8
2,"bq83hhrs0n6ju","22/09/2021 23:00",298938891,9
2,"60crdf74q2ygw","22/09/2021 23:00",294176290,10
1,"83duzmcmjhs6b","23/09/2021 00:00",2930008239,1
1,"cyz0vzwjtgbr8","23/09/2021 00:00",788497648,2
2,"92z70vraqxtvc","23/09/2021 00:00",658862061,3
1,"92z70vraqxtvc","23/09/2021 00:00",492343172,4
1,"b8qkss3pzw8cq","23/09/2021 00:00",415426179,5
1,"bpxhquwnjmnz6","23/09/2021 00:00",352572977,6
1,"fubwa2hzv4527","23/09/2021 00:00",213813812,7
2,"fubwa2hzv4527","23/09/2021 00:00",194800983,8
1,"bq83hhrs0n6ju","23/09/2021 00:00",127648482,9
1,"60crdf74q2ygw","23/09/2021 00:00",125366841,10
1,"cyz0vzwjtgbr8","23/09/2021 01:00",1085317433,1
2,"92z70vraqxtvc","23/09/2021 01:00",761326859,2
2,"bpxhquwnjmnz6","23/09/2021 01:00",596646382,3
1,"b8qkss3pzw8cq","23/09/2021 01:00",415067784,4
1,"bpxhquwnjmnz6","23/09/2021 01:00",244837914,5
1,"fubwa2hzv4527","23/09/2021 01:00",220865892,6
2,"fubwa2hzv4527","23/09/2021 01:00",199729654,7
2,"bq83hhrs0n6ju","23/09/2021 01:00",146655105,8
2,"60crdf74q2ygw","23/09/2021 01:00",143821786,9
1,"bq83hhrs0n6ju","23/09/2021 01:00",136723595,10
2,"83duzmcmjhs6b","23/09/2021 02:00",1647524060,1
1,"83duzmcmjhs6b","23/09/2021 02:00",1605395949,2
1,"cyz0vzwjtgbr8","23/09/2021 02:00",869465749,3
2,"92z70vraqxtvc","23/09/2021 02:00",607808098,4
1,"92z70vraqxtvc","23/09/2021 02:00",524590879,5
2,"bpxhquwnjmnz6","23/09/2021 02:00",476898178,6
2,"b8qkss3pzw8cq","23/09/2021 02:00",414694294,7
1,"bpxhquwnjmnz6","23/09/2021 02:00",256575119,8
1,"fubwa2hzv4527","23/09/2021 02:00",193145748,9
2,"fubwa2hzv4527","23/09/2021 02:00",173426880,10
2,"83duzmcmjhs6b","23/09/2021 03:00",1673190111,1
1,"92z70vraqxtvc","23/09/2021 03:00",614408347,2
1,"cyz0vzwjtgbr8","23/09/2021 03:00",548889366,3
2,"92z70vraqxtvc","23/09/2021 03:00",543776722,4
2,"bpxhquwnjmnz6","23/09/2021 03:00",434070641,5
1,"b8qkss3pzw8cq","23/09/2021 03:00",415428589,6
1,"bpxhquwnjmnz6","23/09/2021 03:00",402844950,7
1,"fubwa2hzv4527","23/09/2021 03:00",185442927,8
2,"fubwa2hzv4527","23/09/2021 03:00",170019205,9
1,"0vjr8su4k8t0b","23/09/2021 03:00",164223765,10
1,"92z70vraqxtvc","23/09/2021 04:00",754871733,1
1,"b8qkss3pzw8cq","23/09/2021 04:00",415300891,2
2,"bpxhquwnjmnz6","23/09/2021 04:00",307938014,3
1,"cyz0vzwjtgbr8","23/09/2021 04:00",273942968,4
1,"fubwa2hzv4527","23/09/2021 04:00",192795012,5
2,"fubwa2hzv4527","23/09/2021 04:00",187076532,6
1,"0vjr8su4k8t0b","23/09/2021 04:00",155776132,7
2,"0vjr8su4k8t0b","23/09/2021 04:00",153651990,8
2,"2mmbnawnjdmsh","23/09/2021 04:00",114527511,9
2,"4xn5k2whq6ru3","23/09/2021 04:00",98457558,10
1,"83duzmcmjhs6b","23/09/2021 05:00",3275174031,1
2,"83duzmcmjhs6b","23/09/2021 05:00",3035343771,2
1,"cyz0vzwjtgbr8","23/09/2021 05:00",1086504385,3
1,"92z70vraqxtvc","23/09/2021 05:00",703425890,4
2,"92z70vraqxtvc","23/09/2021 05:00",441644733,5
2,"bpxhquwnjmnz6","23/09/2021 05:00",418341253,6
1,"b8qkss3pzw8cq","23/09/2021 05:00",415300161,7
1,"bpxhquwnjmnz6","23/09/2021 05:00",358382590,8
1,"fubwa2hzv4527","23/09/2021 05:00",202598267,9
2,"fubwa2hzv4527","23/09/2021 05:00",186259621,10
1,"cyz0vzwjtgbr8","23/09/2021 06:00",1065520367,1
1,"bpxhquwnjmnz6","23/09/2021 06:00",476859470,2
1,"b8qkss3pzw8cq","23/09/2021 06:00",415708418,3
2,"92z70vraqxtvc","23/09/2021 06:00",364466211,4
2,"bpxhquwnjmnz6","23/09/2021 06:00",329332358,5
2,"fubwa2hzv4527","23/09/2021 06:00",190434680,6
1,"fubwa2hzv4527","23/09/2021 06:00",178090320,7
2,"2mmbnawnjdmsh","23/09/2021 06:00",115933443,8
2,"9t27t0v2rw9g8","23/09/2021 06:00",115917840,9
1,"417680gz0cqny","23/09/2021 06:00",114377418,10
1,"cyz0vzwjtgbr8","23/09/2021 07:00",1177940412,1
1,"92z70vraqxtvc","23/09/2021 07:00",620802729,2
2,"92z70vraqxtvc","23/09/2021 07:00",530353828,3
1,"bpxhquwnjmnz6","23/09/2021 07:00",468975861,4
1,"b8qkss3pzw8cq","23/09/2021 07:00",415932638,5
2,"bpxhquwnjmnz6","23/09/2021 07:00",374602869,6
1,"fubwa2hzv4527","23/09/2021 07:00",200555834,7
2,"fubwa2hzv4527","23/09/2021 07:00",195654278,8
1,"bq83hhrs0n6ju","23/09/2021 07:00",98902034,9
1,"60crdf74q2ygw","23/09/2021 07:00",98277226,10
2,"83duzmcmjhs6b","23/09/2021 08:00",2960529377,1
1,"83duzmcmjhs6b","23/09/2021 08:00",2913389229,2
1,"cyz0vzwjtgbr8","23/09/2021 08:00",804421773,3
1,"92z70vraqxtvc","23/09/2021 08:00",690962356,4
2,"92z70vraqxtvc","23/09/2021 08:00",448028738,5
2,"b8qkss3pzw8cq","23/09/2021 08:00",413616253,6
2,"bpxhquwnjmnz6","23/09/2021 08:00",401602369,7
1,"bpxhquwnjmnz6","23/09/2021 08:00",336577947,8
1,"fubwa2hzv4527","23/09/2021 08:00",202841216,9
2,"fubwa2hzv4527","23/09/2021 08:00",186668050,10
1,"cyz0vzwjtgbr8","23/09/2021 09:00",1112561525,1
2,"92z70vraqxtvc","23/09/2021 09:00",607487871,2
1,"92z70vraqxtvc","23/09/2021 09:00",544011342,3
2,"bpxhquwnjmnz6","23/09/2021 09:00",461557668,4
2,"b8qkss3pzw8cq","23/09/2021 09:00",416130048,5
1,"bpxhquwnjmnz6","23/09/2021 09:00",385804673,6
1,"fubwa2hzv4527","23/09/2021 09:00",208981470,7
2,"fubwa2hzv4527","23/09/2021 09:00",191161166,8
2,"2mmbnawnjdmsh","23/09/2021 09:00",115946393,9
1,"44ptburrzh90b","23/09/2021 09:00",110215474,10
1,"cyz0vzwjtgbr8","23/09/2021 10:00",1161080968,1
2,"92z70vraqxtvc","23/09/2021 10:00",652586838,2
1,"83duzmcmjhs6b","23/09/2021 10:00",553544742,3
2,"83duzmcmjhs6b","23/09/2021 10:00",535754189,4
1,"92z70vraqxtvc","23/09/2021 10:00",479289372,5
2,"b8qkss3pzw8cq","23/09/2021 10:00",415134593,6
1,"bpxhquwnjmnz6","23/09/2021 10:00",370935493,7
1,"fubwa2hzv4527","23/09/2021 10:00",215260535,8
2,"fubwa2hzv4527","23/09/2021 10:00",202598148,9
2,"2mmbnawnjdmsh","23/09/2021 10:00",109580419,10
2,"83duzmcmjhs6b","23/09/2021 11:00",1788256420,1
1,"83duzmcmjhs6b","23/09/2021 11:00",1764194478,2
1,"cyz0vzwjtgbr8","23/09/2021 11:00",1125875737,3
2,"92z70vraqxtvc","23/09/2021 11:00",613876818,4
1,"92z70vraqxtvc","23/09/2021 11:00",536698304,5
2,"bpxhquwnjmnz6","23/09/2021 11:00",422644423,6
2,"b8qkss3pzw8cq","23/09/2021 11:00",415540502,7
1,"bpxhquwnjmnz6","23/09/2021 11:00",405275002,8
2,"0s4tuzkcn5v3p","23/09/2021 11:00",251942793,9
1,"fubwa2hzv4527","23/09/2021 11:00",205457394,10
1,"92z70vraqxtvc","23/09/2021 12:00",594806111,1
2,"bpxhquwnjmnz6","23/09/2021 12:00",421995199,2
1,"b8qkss3pzw8cq","23/09/2021 12:00",415596601,3
1,"bpxhquwnjmnz6","23/09/2021 12:00",399289184,4
1,"cyz0vzwjtgbr8","23/09/2021 12:00",277342122,5
1,"fubwa2hzv4527","23/09/2021 12:00",203537989,6
1,"44ptburrzh90b","23/09/2021 12:00",200871509,7
2,"fubwa2hzv4527","23/09/2021 12:00",182508919,8
2,"44ptburrzh90b","23/09/2021 12:00",176933408,9
2,"0s4tuzkcn5v3p","23/09/2021 12:00",136408462,10
1,"cyz0vzwjtgbr8","23/09/2021 13:00",1078323778,1
2,"92z70vraqxtvc","23/09/2021 13:00",773920696,2
2,"bpxhquwnjmnz6","23/09/2021 13:00",572069328,3
1,"b8qkss3pzw8cq","23/09/2021 13:00",415296692,4
1,"fubwa2hzv4527","23/09/2021 13:00",221795960,5
2,"fubwa2hzv4527","23/09/2021 13:00",201781216,6
2,"44ptburrzh90b","23/09/2021 13:00",197269224,7
1,"bpxhquwnjmnz6","23/09/2021 13:00",174478442,8
1,"44ptburrzh90b","23/09/2021 13:00",173248019,9
2,"0s4tuzkcn5v3p","23/09/2021 13:00",132410626,10
2,"83duzmcmjhs6b","23/09/2021 14:00",2998937691,1
1,"83duzmcmjhs6b","23/09/2021 14:00",2948933369,2
2,"92z70vraqxtvc","23/09/2021 14:00",601141110,3
1,"cyz0vzwjtgbr8","23/09/2021 14:00",557132647,4
1,"92z70vraqxtvc","23/09/2021 14:00",550120739,5
2,"bpxhquwnjmnz6","23/09/2021 14:00",525779425,6
1,"b8qkss3pzw8cq","23/09/2021 14:00",415779355,7
1,"bpxhquwnjmnz6","23/09/2021 14:00",312642108,8
2,"44ptburrzh90b","23/09/2021 14:00",257133016,9
1,"fubwa2hzv4527","23/09/2021 14:00",256107463,10
2,"92z70vraqxtvc","23/09/2021 15:00",684348115,1
